Gene	coef	exp(coef)	se(coef)	z	cox.pval	surv.pval	surv.pval
CYP4X1	3.03647746831143e-06	1.00000303648208	3.91077392180333e-05	0.0776439019239254	0.938111319083481	0.808	0.808
CYP4Z2P	0.000215356288279329	1.00021537947911	0.000103044492541671	2.08993496855002	0.036623641845865	0.45	0.45
CYSLTR1	0.00111091102147775	1.00111152831169	0.00105879926740717	1.04921778440421	0.294077895235581	0.185	0.185
DAB2	0.00017208076555968	1.0001720955723	7.06727171005999e-05	2.43489669874628	0.014896041624521	0.446	0.446
DACH2	-0.00821861799434728	0.991815062514284	0.0123680844724804	-0.664502091058166	0.506369011039905	0.016	0.016
DACT1	0.000411147113322969	1.00041123164588	0.000272409108307279	1.5093001694319	0.131222091446979	0.022	0.022
DAPL1	-0.00238454108044196	0.997618299679222	0.00186642582232756	-1.27759756209774	0.201391360613231	0.002	0.002
DAPP1	-0.000169281697702486	0.999830732629636	0.000278644381088224	-0.6075187916633	0.543506675600744	0.571	0.571
DBC1	-0.000748043712939203	0.999252236002008	0.00056870135479741	-1.31535419535915	0.188390891958283	0.054	0.054
DCAF12L2	-0.0142966180699531	0.985805093287763	0.00717236391521742	-1.99329234251769	0.046229444425118	0.012	0.012
DCAF8L2	-0.00421530956077708	0.995793562386191	0.0145683817345601	-0.289346451622504	0.772316268504391	NaN	NaN
DCDC2	4.47882189574326e-05	1.00004478922196	0.00018467921889069	0.242518997137098	0.808378038556982	0.372	0.372
DCLK1	-3.01240342278479e-05	0.999969876419496	5.16502054799405e-05	-0.583231643474241	0.559737371959685	0.949	0.949
DCLK2	0.000533926828720047	1.00053406939302	0.00048616618395702	1.09823933942565	0.272099992312036	0.574	0.574
DCST1	-0.0246799824496852	0.975622078263851	0.035711446844131	-0.691094442558023	0.489506192519539	0.971	0.971
DCST2	-0.00324498963109732	0.996760269657439	0.00275999626196192	-1.17572247318576	0.239705795188291	0.292	0.292
DDIT4L	-4.39702421884277e-05	0.999956030724488	0.00058463914649625	-0.0752091994727721	0.940048264966342	0.835	0.835
DDO	-9.57511093594902e-05	0.999904253474632	0.001670428015407	-0.0573213023706144	0.954289251412332	0.412	0.412
DDT	-0.000104265923256964	0.999895739512246	0.000187335107385305	-0.556574390738802	0.577818254957533	0.524	0.524
DDX11L2	-0.000974431182346238	0.99902604342155	0.00345141869114997	-0.282327723624157	0.777692229494696	0.663	0.663
DDX3Y	-0.00137008535248532	0.998630852785959	0.00180285427868442	-0.759953463063637	0.447282402579372	NaN	NaN
DDX4	0.000160006228707339	1.00016001903039	0.0157477788894232	0.0101605585035745	0.991893186728215	NaN	NaN
DDX58	-1.92509861303936e-05	0.999980749199169	6.1103210049168e-05	-0.315056870414876	0.752718474511881	0.458	0.458
DDX60	-5.64378586875679e-05	0.999943563733898	7.21256938123099e-05	-0.782493113126012	0.433924831142604	0.223	0.223
DEFB126	-0.0446516258791483	0.956330584634199	0.0509087761498934	-0.877090931191865	0.380437250079235	NaN	NaN
DEGS2	-5.99403626420802e-05	0.999940061433746	5.8946996233519e-05	-1.01685185797468	0.309223908138884	0.344	0.344
DENND3	-0.000181253482557546	0.999818762942863	0.000311239649355294	-0.58235987263511	0.560324304428646	0.943	0.943
DEPDC7	0.000170155853495536	1.00017017033082	0.0023263643995853	0.0731423905583616	0.941692809187516	0.637	0.637
DES	3.07248411639925e-05	1.00003072531318	3.28156581240928e-05	0.936285996392519	0.349125956241194	0.633	0.633
DFNB59	-0.007955211043036	0.992076347906849	0.00561930722069941	-1.41569249208016	0.156865557535467	0.665	0.665
DGCR6	9.67726744307282e-05	1.00009677735706	0.000254353136562405	0.380465819052265	0.703599664669287	0.451	0.451
DGKG	-0.000719257260351497	0.999281001343147	0.00299946929857475	-0.239794839938273	0.810489307416336	0.627	0.627
DGKI	0.00178200301817298	1.00178359172911	0.00133592324144514	1.33391123298768	0.182232949744756	0.802	0.802
DHDH	-0.000744812304421847	0.999255464999412	0.00304439817617506	-0.244650095460778	0.806727371892327	0.232	0.232
DHRS12	-0.00205572342821463	0.997946388124022	0.000743744910721642	-2.76401680008809	0.00570945996045269	0.028	0.028
DHRS2	5.87799089611986e-06	1.00000587800817	5.47003848537176e-06	1.07457944068201	0.282563060584329	0.62	0.62
DHRS3	-0.000192569702367442	0.999807448837988	0.00013219464244917	-1.45671336447305	0.14519551911013	0.488	0.488
DHRS4L2	-0.000686202760014186	0.999314032623256	0.000403896285562103	-1.69895783780036	0.08932712802058	0.172	0.172
DHX58	-0.000551693422130057	0.999448458732704	0.000301832110515465	-1.82781554019511	0.067577240136806	0.006	0.006
DIO1	2.35784220765928e-05	1.00002357870005	0.000104920969688377	0.224725544823141	0.822192790945225	0.585	0.585
DIO2	3.56958170101393e-05	1.00003569645411	3.76512420684685e-05	0.948064792795593	0.343096470274485	0.696	0.696
DIO3OS	-0.0590342211394659	0.942674509209266	0.0463504211635465	-1.2736501558673	0.202787428527679	0.216	0.216
DIRAS2	0.000964594224539704	1.00096505959517	0.000918366839011372	1.05033651430413	0.293563422828184	0.426	0.426
DIRC3	0.00266648567524065	1.00267004391013	0.000868205534046574	3.07126086010137	0.00213156835300365	0.033	0.033
DIXDC1	-0.000167162097041546	0.999832851873763	0.000215151963669955	-0.776948972206333	0.437188876629865	0.693	0.693
DKFZP686I15217	0.00291535993576275	1.00291961373032	0.00217041263241135	1.34322842220272	0.179198021091045	0.582	0.582
DKFZp779M0652	-0.00650389836393978	0.993517206204248	0.013932908765448	-0.466801187995194	0.640642125819742	0.89	0.89
DKK2	0.000533034861089358	1.00053317694942	0.00048637624355338	1.09593111948704	0.273108919251948	0.174	0.174
DKKL1	0.00365110821167863	1.00365778162658	0.00545667856295198	0.669108170759363	0.503426478201485	0.14	0.14
DLC1	-6.99740781933998e-05	0.999930028369935	0.000127318332708925	-0.549599391576815	0.582594176236503	0.607	0.607
DLEC1	-0.000922133518796953	0.99907829151566	0.0037637482844171	-0.245004035635121	0.806453306593124	0.015	0.015
DLEU2L	0.0075358895389596	1.00756435581584	0.0229348474159188	0.328578141476059	0.742474572072134	0.2	0.2
DLG2	0.000396314607947154	1.00039639315096	0.000637792073891707	0.621385282399175	0.534346153281466	0.239	0.239
DLG4	-8.98829549088055e-05	0.999910121084443	0.000560934601769689	-0.160237850589417	0.872693714140116	0.278	0.278
DLGAP1	-0.000487121187552589	0.999512997436711	0.000691734895977934	-0.704202130592134	0.481306904383315	0.012	0.012
DLL1	-0.000111194841609321	0.999888811340308	0.000628718833160057	-0.176859409555834	0.8596188224232	0.647	0.647
DLX2	-0.000367261907240933	0.999632805525158	0.000534351395116846	-0.687304104746698	0.491891112710995	0.62	0.62
DLX5	-3.96679138060594e-05	0.999960332872955	0.000586393444919897	-0.0676472667791812	0.946066428100067	0.692	0.692
DMGDH	0.00221636161136272	1.00221881955632	0.00277054871233716	0.7999720782722	0.423726974724837	0.877	0.877
DMP1	-0.0125950153857794	0.987483969865928	0.0236431498180499	-0.532713089529383	0.594232203755622	0.172	0.172
DMPK	0.000206565737981754	1.00020658707415	0.000201629523740649	1.02448160442741	0.305607855227533	0.101	0.101
DMRT2	-0.00358813576830798	0.996418293898367	0.00343805535520405	-1.0436527041011	0.296646099241997	0.055	0.055
DNAH12	-0.00727190894521984	0.992754467410423	0.00576546647419465	-1.2612871790631	0.207205398741272	0.43	0.43
DNAH2	-0.000699430781038447	0.999300813763653	0.000869011990643373	-0.804857457168828	0.420901940698522	0.135	0.135
DNAH3	-0.00160284952065937	0.998398434356588	0.00231233642472086	-0.693173148821915	0.488200896735304	0.322	0.322
DNAH6	-0.00454366621534057	0.995466640619816	0.00324548921088851	-1.39999424434896	0.161515042032572	0.038	0.038
DNAH8	0.00573313097388478	1.00574959682118	0.00377310932255468	1.51947120631082	0.128643930390575	0.959	0.959
DNAI1	-0.00158797666487555	0.998413283502941	0.00173515861834281	-0.915176657677653	0.360098896685409	0.741	0.741
DNAJC12	-6.27776760811021e-05	0.999937224294396	6.57505752936997e-05	-0.954785198466812	0.339686334086674	0.227	0.227
DNAJC22	0.000731423346319002	1.0007316909016	0.000424445649354399	1.72324382976131	0.0848444407080216	0.794	0.794
DNAJC6	0.000479883774549087	1.00047999893719	0.000390600538180892	1.22857939926044	0.219229543259128	0.077	0.077
DNALI1	-0.0002347906182542	0.999765236942906	0.000119446517642193	-1.96565477913325	0.0493385017575838	0.036	0.036
DNASE1L2	-0.00101318863426448	0.998987324468035	0.00254168046439385	-0.398629429803682	0.690166273383421	0.134	0.134
DNASE2B	-0.00129696215445576	0.998703878537471	0.00235365691147107	-0.551041295838287	0.581605366167824	0.863	0.863
DNMT3L	-0.0576754436774333	0.943956264699442	0.128395172517412	-0.449202587189264	0.653285521325465	NaN	NaN
DOCK2	-0.000302323904912678	0.999697721790354	0.000206482694606187	-1.46416098205849	0.143149968314197	0.358	0.358
DOCK3	0.000134488120298584	1.00013449716423	0.000854950769751836	0.157305104640846	0.875004397424548	0.912	0.912
DOK4	0.000319537465816877	1.00031958852335	0.000390932507816158	0.817372460535167	0.413715608828648	0.638	0.638
DOK6	-0.000137032774719167	0.999862976613843	0.00113780470934481	-0.12043611139391	0.904137686822904	0.315	0.315
DPEP1	-0.00193653692754799	0.998065336950282	0.00213858848293036	-0.905521068220892	0.365189403630575	0.126	0.126
DPF1	0.00186733246093682	1.00186907701191	0.00502425695666981	0.371663407552812	0.710143472916444	0.529	0.529
DPPA5	0.693141509685132	1.99998865828253	0.298750505873971	2.32013501586349	0.0203335746362263	NaN	NaN
DPY19L2	-0.00337736914563319	0.996628327750228	0.00203451300879319	-1.66003811773931	0.0969067845261093	0.355	0.355
DPY19L2P2	-0.00301320035493912	0.99699133477702	0.00261968900792072	-1.15021300079078	0.250056152842581	0.182	0.182
DPY19L2P4	0.000240305686290236	1.00024033456201	0.000563263949538872	0.426630687951833	0.669648342096258	0.043	0.043
DPYSL3	2.15116795560815e-05	1.00002151191093	3.22250377178e-05	0.667545519867589	0.504423743820407	0.592	0.592
DPYSL5	0.000292216986330198	1.00029225968587	0.000158065959430425	1.84870282876321	0.0645007350139567	0.288	0.288
DSC2	1.94082447669539e-05	1.00001940843311	2.86113219226939e-05	0.67834142090302	0.497555241625091	0.325	0.325
DSCR8	-0.00353367355695652	0.996472562519865	0.00376482829197043	-0.938601519886866	0.347935372156854	NaN	NaN
DSG1	0.000122590635782549	1.00012259815032	2.9407133668312e-05	4.16873800640585	3.06290814464649e-05	0.057	0.057
DSPP	0.0754392025235455	1.07835766430032	0.169567831300719	0.444891002879894	0.656398524884867	NaN	NaN
DTL	0.000115257875482685	1.00011526451793	0.000139126040266295	0.828442146862473	0.407420145957326	0.145	0.145
DUOX2	0.00233812805677267	1.00234086360979	0.00211742245494964	1.10423314502362	0.269492015192664	0.276	0.276
DUSP15	-0.00222374854718902	0.997778722149869	0.00133708492023691	-1.6631318725777	0.0962860411262736	0.546	0.546
DUSP27	0.00196068027337737	1.00196260366379	0.00127904509859283	1.53292505130152	0.125294322650539	0.112	0.112
DUSP5	0.000104731335426781	1.00010473681994	8.05164498728764e-05	1.3007445757002	0.193345898883319	0.324	0.324
DYNC1I1	0.000361580062916527	1.00036164544087	0.00084710827305547	0.426840434000637	0.669495553608212	0.949	0.949
DYNC1I2	1.37757679895101e-05	1.00001377586288	9.24105998839692e-05	0.14907129708937	0.881497374397262	0.239	0.239
DYNLRB2	-0.00331837011432267	0.996687129590751	0.00303359962916782	-1.09387213870176	0.274011059748158	0.084	0.084
DYRK2	0.000307272189757594	1.00030731940269	0.000145680394112012	2.10922129659628	0.034925484491543	0.135	0.135
DYRK4	0.000121571176167749	1.00012157856624	0.000378498022179949	0.321193689381951	0.748063614142288	0.818	0.818
DYTN	-3.11301799004678	0.0444665530154343	2.34465261772203	-1.32770968565538	0.184274032591514	NaN	NaN
E2F7	0.000355376297979799	1.00035543945162	0.000584742513026645	0.607748350877313	0.543354389593889	0.724	0.724
EAF2	-0.000261341133110272	0.999738693013509	0.000787451768360491	-0.331882082955247	0.739978300064452	0.927	0.927
EBAG9	0.000319793285091516	1.00031984442442	0.000187177134221909	1.70850615071595	0.0875424660913193	0.199	0.199
EBF3	-0.000194497596229079	0.999805521317202	0.00103535671723881	-0.187855637569806	0.850989819608918	0.681	0.681
EBF4	-0.000196104391797797	0.999803914835412	0.000225517365000749	-0.869575572582385	0.384532391885078	0.199	0.199
ECHDC3	0.000178421408455444	1.0001784373265	0.00028076545305362	0.635482059900614	0.525114063607154	0.417	0.417
EDA2R	0.00406573785698809	1.0040740141818	0.00105375299514221	3.85834049889404	0.000114159531482083	0.06	0.06
EDARADD	8.68875343660334e-05	1.0000868913092	0.000111177929893883	0.78151782866407	0.434497994941601	0.449	0.449
EDIL3	0.000184810951407112	1.00018482803	0.000102762314360356	1.79843119102045	0.0721087036444154	0.039	0.039
EDN1	6.84441019931742e-05	1.00006844644434	0.000134203545066654	0.510002190770597	0.6100499269776	0.183	0.183
EFCAB4B	0.00012671448592624	1.00012672251455	0.000526671666524026	0.240594841113329	0.809869148948908	0.404	0.404
EFHB	5.16883314551466e-05	1.00005168966732	0.00537997335279768	0.00960754413927865	0.99233440679286	0.565	0.565
EFHC2	8.84815891454449e-05	1.00008848550376	0.00161664675138723	0.0547315541069933	0.956352330488303	0.832	0.832
EFNA1	-2.13385819045478e-07	0.999999786614204	4.66389246967074e-05	-0.00457527313146957	0.996349472943105	0.56	0.56
EFNA5	0.000129796073922292	1.0001298044978	8.85150089489e-05	1.46637361802927	0.142546529541463	0.411	0.411
EFNB3	-0.000606455156078254	0.999393728700681	0.000564602916748975	-1.07412685639364	0.282765829163209	0.145	0.145
EFS	0.000118830545651574	1.00011883760628	0.000104080680004213	1.14171569254509	0.253572215794806	0.041	0.041
EGOT	-0.00800263751840916	0.992029298338073	0.00326702779868352	-2.44951619990313	0.0143048274780365	0	0
EGR1	-1.85739392145818e-05	0.99998142623328	1.39437567875348e-05	-1.33206133021383	0.182840036015062	0.21	0.21
EGR2	-0.000277400057692383	0.999722638414146	0.000163787038304593	-1.69366306738208	0.090329326317856	0.1	0.1
EIF1AY	0.000580335102041838	1.00058050352904	0.00113762234686882	0.510129836706485	0.609960503319164	NaN	NaN
EIF3IP1	-0.0198719649501893	0.980324181127245	0.0502685054220965	-0.395316407029165	0.692609392405412	0.749	0.749
EIF4B	4.05353179073868e-06	1.00000405354001	2.52385174360693e-05	0.160608950228813	0.872401405156928	0.617	0.617
EIF4E1B	0.0020544601096464	1.00205657195881	0.00167291584799466	1.2280714012657	0.219420165659251	NaN	NaN
EIF5AL1	-9.64046609062539e-05	0.999903599985874	0.000133834588934253	-0.720326947420246	0.471323716902871	0.993	0.993
ELFN2	0.000353772604519377	1.00035383518943	0.000542596556363223	0.651999354530655	0.514401588792952	0.379	0.379
ELMOD1	0.00311395508562956	1.00311880848021	0.00817905799890531	0.380722949518922	0.70340883786921	0.214	0.214
ELOVL2	-6.74787370570065e-05	0.999932523539582	5.46366721779159e-05	-1.23504478525472	0.216813836860847	0.006	0.006
ELOVL3	-0.000618244300339126	0.99938194677329	0.00296250882909386	-0.208689437232235	0.834690686462107	0.549	0.549
EMID1	-0.000549425358583814	0.99945072554789	0.000358102094359389	-1.53427016272185	0.124963202908576	0.065	0.065
EMP3	-0.000251272735785786	0.999748758830564	0.000231749548744185	-1.08424261081583	0.278257243261631	0.02	0.02
EMX2	-0.00201831084569585	0.997983724574039	0.00363511109238212	-0.555226730188658	0.578739587760773	0.68	0.68
EMX2OS	0.000512180813123984	1.00051231200011	0.00203824006666998	0.251285813432551	0.801593142595078	0.62	0.62
ENDOU	0.00120277460289018	1.00120349822635	0.00240669821514181	0.49976128927295	0.617243171021854	0.194	0.194
ENHO	5.28600109480089e-05	1.00005286140806	0.00030266511147517	0.174648510660421	0.861355828343445	0.187	0.187
ENO3	0.000400643518673455	1.00040072378701	0.000313956602223256	1.27611114350306	0.201916232949553	0.951	0.951
ENPP2	-4.60968790246595e-05	0.99995390418342	0.000100324459509053	-0.459477970280016	0.64589096827292	0.179	0.179
ENPP3	0.000149569743734566	1.00014958092985	0.00015538389525858	0.96258201974961	0.335757324290106	0.258	0.258
ENTPD8	0.000477904696187044	1.00047801891083	0.000526503004626992	0.907696047291548	0.364038832889822	0.297	0.297
EPAS1	1.14127013488441e-05	1.00001141276647	3.82642349974072e-05	0.298260277505022	0.765504519232862	0.608	0.608
EPB41L4A	4.38588996921799e-05	1.00004385986151	0.000219161736780345	0.200121154068685	0.841385829443176	0.914	0.914
EPDR1	0.000476826882935984	1.00047694058295	0.000335057248224371	1.42312063225887	0.154701188239318	0.078	0.078
EPHA2	-1.43561730474504e-05	0.999985643930002	0.000288972320851634	-0.0496800974056657	0.96037731684134	0.531	0.531
EPHA3	0.000135616621642502	1.00013562581799	0.000105249395581579	1.28852637008624	0.197562795470706	0.184	0.184
EPHA7	0.000293230914031279	1.00029327391042	0.00031176892185177	0.940539269564189	0.346941016462215	0.919	0.919
EPHB1	-0.000329327475216153	0.999670726747124	0.000387351638725294	-0.850202870704024	0.395212305991242	0.536	0.536
EPHB2	0.000435457894860153	1.00043555272041	0.000305738048898689	1.42428427351039	0.154364198074388	0.088	0.088
EPHB6	-0.000343211442849711	0.99965684744746	0.000227042114803181	-1.51166422646844	0.130619303654015	0.105	0.105
EPHX2	-4.66914603580498e-05	0.999953309629671	0.000172309356327547	-0.270974608420525	0.786410561428013	0.774	0.774
EPS8L3	-0.0201298632478238	0.980071389788432	0.0182400900970997	-1.10360547237782	0.269764316308309	NaN	NaN
EPSTI1	-2.96334343573431e-05	0.999970367004709	0.000270487929008381	-0.109555478005915	0.9127619214397	0.814	0.814
ERC2	-0.00121749983282812	0.9987832410194	0.00608660136394526	-0.200029500870573	0.841457508990055	0.02	0.02
ERCC6L	0.00126985557666479	1.00127066218465	0.000569105089896247	2.23132001313905	0.0256599389326548	0.013	0.013
ERI1	-0.000226381548437017	0.999773644073932	0.000351181796939554	-0.644627797937894	0.519168416242947	0.574	0.574
ERMAP	-4.67697972218097e-06	0.999995323031215	0.000573775407681528	-0.00815123767865789	0.993496325325102	0.184	0.184
ERO1L	0.000125128698910848	1.00012513652783	0.000102528374372589	1.22042995099219	0.222301929102467	0.597	0.597
ERP27	-0.000574280025876419	0.999425884841336	0.000226899006940787	-2.53099400309975	0.0113739793208965	0.19	0.19
ESCO2	0.00089106061165923	1.00089145772411	0.000469993194157843	1.89590109545283	0.0579731240719144	0.847	0.847
ESR2	-0.0325348944865438	0.967988671774294	0.0149528322248048	-2.17583491858971	0.0295676066431688	0.007	0.007
ESRRB	-0.00299938049170893	0.997005113156116	0.0056104206868827	-0.53460883935523	0.592920369996502	0.658	0.658
ESRRG	-0.000563751673805882	0.999436407204312	0.000303946567412394	-1.85477229963576	0.0636287492643279	0.588	0.588
ESYT3	0.000670251821173669	1.00067047649012	0.00121549876859604	0.551421225994201	0.58134495335142	0.793	0.793
ETHE1	0.000171351247186576	1.00017136592865	0.000292499332706482	0.585817566149881	0.557998117872358	0.743	0.743
ETV2	-0.00324961877936998	0.996755655517038	0.00740860084944091	-0.438627865829107	0.660931202359352	0.634	0.634
ETV5	-8.65905062088766e-05	0.999913413242641	0.000146370286639551	-0.591585274558576	0.554128336912587	0.797	0.797
EVL	-1.82540569032044e-05	0.999981746109701	2.10025668440847e-05	-0.869134570013077	0.384773530088403	0.028	0.028
EVX1	-0.0122701928583829	0.98780477900498	0.0392777110052562	-0.312395823085027	0.75473972434501	NaN	NaN
EVX2	-1.77457702537436	0.169555151861145	1.38664139692045	-1.27976636880701	0.200627315085131	NaN	NaN
EXD3	0.000172977243180253	1.00017299220461	0.000580064192715061	0.298203621862285	0.765547757637165	0.81	0.81
EXO1	0.00015726719254235	1.00015727955968	0.000264181029773004	0.595300853651303	0.551642385408813	0.014	0.014
EXTL1	-6.45679765499417e-06	0.99999354322319	0.000177408056774787	-0.0363951771547266	0.970967259706472	0.944	0.944
EYA1	7.71010869339643e-06	1.00000771013842	0.00057724046185181	0.0133568403515271	0.989343100177713	0.943	0.943
F2R	1.23627712140205e-05	1.00001236284763	7.578636322636e-05	0.163126592802654	0.870418762203558	0.887	0.887
F2RL1	0.000851145124505788	1.00085150745131	0.000352675066270063	2.41339750356499	0.0158045723936746	0.97	0.97
F5	-0.000334100833790089	0.999665954971678	0.000591775872720096	-0.564573260235156	0.572364057265036	0.465	0.465
FAAH2	-0.000170736452130631	0.999829278122508	0.000493004141606273	-0.346318494555337	0.729103370961536	0.59	0.59
FAIM2	0.000113895030572522	1.00011390151686	9.37034886897706e-05	1.21548335248862	0.224181794367676	0.301	0.301
FAM101B	-0.00032739709102329	0.999672656497556	0.000265977977096159	-1.23091804290596	0.218353518628916	0.932	0.932
FAM105A	-0.000265777454565805	0.999734257861133	0.000282725782749231	-0.940053828771398	0.347189950306442	0.274	0.274
FAM110B	-4.82669314132902e-05	0.999951734233416	0.00017558543707796	-0.274891427310453	0.783399653542714	0.653	0.653
FAM115A	0.000168993991938659	1.00016900827223	0.000318603755756615	0.530420589479038	0.595820353705003	0.86	0.86
FAM133A	-0.00089220379821101	0.999108194097254	0.0015358451692416	-0.580920405311157	0.561294099104592	0.926	0.926
FAM133B	-0.00063660978643039	0.999363592806586	0.00225080284187841	-0.282836761437135	0.777301972853101	0.348	0.348
FAM135A	-0.000156363017790605	0.999843649206269	0.000534645893479226	-0.292460897385871	0.769934252916835	0.623	0.623
FAM13A	3.93803648940352e-05	1.00003938114031	0.000263167656526166	0.14963983573764	0.881048777643653	0.381	0.381
FAM13C	4.966388672075e-05	1.00004966511999	0.00103748870707181	0.047869327523497	0.961820384446156	0.887	0.887
FAM149A	-0.00171573353261286	0.998285737496746	0.00165812252366973	-1.03474472369848	0.300788143622086	0.114	0.114
FAM151A	-0.00969297175563126	0.990353853680426	0.0139918781750824	-0.692757014772549	0.488462052174812	NaN	NaN
FAM154A	0.0269754177083203	1.02734254801891	0.0355397755182817	0.759020486621928	0.447840301806771	0.851	0.851
FAM154B	-0.00241905832774265	0.997583865235955	0.00153330513013595	-1.57767575428914	0.114640119112326	0.037	0.037
FAM155A	-0.000164612458801531	0.999835401089086	0.000505155018287227	-0.325865235110727	0.744526319587686	0.814	0.814
FAM157A	0.00584658674037639	1.00586371138594	0.00332561261259693	1.75804804150381	0.0787393353908443	0.283	0.283
FAM161B	-0.000530870335919532	0.999469270550805	0.000672497088787991	-0.789401686297696	0.429877270623996	0.637	0.637
FAM166A	0.00473756863277743	1.00474880865417	0.0381258149118262	0.124261439230454	0.901108277650613	0.176	0.176
FAM169B	0.0199104390544062	1.02010997392153	0.0480458887873267	0.414404636004114	0.678577794294987	NaN	NaN
FAM177B	0.000217766763310719	1.00021779047621	0.000350740159010825	0.620877757268731	0.534680057000851	0.992	0.992
FAM179A	-0.0451056925047409	0.95589644540421	0.0151066650904038	-2.98581402545247	0.00282824587065489	0.001	0.001
FAM181A	-0.205879546655575	0.813931111102955	0.107058450648931	-1.92305740843103	0.0544728404984519	NaN	NaN
FAM181B	-0.00458910527425801	0.995421408580141	0.00330299746251412	-1.38937596118071	0.164718456179676	0.003	0.003
FAM182B	0.00588330413089104	1.00590064475468	0.00402911133499908	1.46019894754097	0.144235404507108	0.372	0.372
FAM183A	-0.00579561757206945	0.994221144621397	0.0038083868260773	-1.52180380742442	0.128058247200044	0.496	0.496
FAM184B	-0.00140567796567218	0.998595309536842	0.00103271033283305	-1.36115416005954	0.173464977004052	0.082	0.082
FAM189A2	-0.000163060813605721	0.999836952480086	0.000318288855223994	-0.512304502433703	0.608437914633904	0.283	0.283
FAM194A	-0.0401839451201058	0.960612722877088	0.0830445971608855	-0.483883918929197	0.628468253642531	0.334	0.334
FAM19A2	0.000748849203847354	1.00074912966141	0.000431662819607986	1.73480126114966	0.0827760127481968	0.205	0.205
FAM21B	-0.000250963215114702	0.999749068273519	0.000270328909532221	-0.928362473510402	0.353219577538173	0.79	0.79
FAM21C	-3.08240989419692e-05	0.999969176376116	0.000142091135415395	-0.216931892702924	0.828261422587198	0.408	0.408
FAM25A	0.000218079742001695	1.00021810352312	0.000792090649459619	0.27532169727098	0.783069096362095	NaN	NaN
FAM26E	0.00116621531935514	1.00116689561287	0.000698239717425195	1.67022197427501	0.0948754539260581	0.103	0.103
FAM3B	8.9954478071206e-05	1.0000899585241	0.000108043496334977	0.832576518926343	0.405083606410877	0.442	0.442
FAM3C	0.000118829089230834	1.00011883614969	0.000159091704017736	0.74692197160442	0.455110662393707	0.94	0.94
FAM3D	0.000140303085105504	1.00014031292804	9.15474448613474e-05	1.53257237619247	0.125381252077644	0.053	0.053
FAM46B	-2.32667822024522e-05	0.999976733488467	0.000222207088525881	-0.104707650673089	0.916607790978397	0.293	0.293
FAM46C	-0.000164995172287157	0.999835018438668	0.000116302978843131	-1.4186667781717	0.155996187128175	0.166	0.166
FAM49A	0.000971411486344419	1.0009718834593	0.00109131583659674	0.890128644493754	0.373396813749904	0.858	0.858
FAM5B	3.9140668981641e-05	1.00003914143499	0.000118545121999603	0.330175281120145	0.741267523298174	0.268	0.268
FAM5C	-2.16415329476291e-06	0.999997835849047	9.34906872578694e-05	-0.0231483301517901	0.981531954113836	0.778	0.778
FAM65C	-0.00041949486693506	0.999580593108734	0.000432356133387055	-0.970253072736032	0.331920362162448	0.93	0.93
FAM66A	0.00537349169536574	1.00538795479605	0.0408042261889319	0.131689587016927	0.895229822140086	0.748	0.748
FAM66C	0.00191585044636231	1.00191768686041	0.00374600629959306	0.511438127205081	0.609044302974521	0.694	0.694
FAM66D	-0.0121892587581598	0.987884729331275	0.00611059560245863	-1.99477424970741	0.0460675070470197	0.238	0.238
FAM71F2	-0.00740240995896234	0.99262492039922	0.0103592546232263	-0.714569747360544	0.474874943866614	0.395	0.395
FAM83B	-0.000243986049033792	0.999756043713142	0.000488712863974684	-0.499242125630708	0.617608821097096	0.849	0.849
FAM83E	2.12994848857847e-06	1.00000212995076	0.000340952386698703	0.00624705551763945	0.995015603271949	0.292	0.292
FAM84A	2.23347182448804e-05	1.00002233496767	0.000153890526922924	0.145133808373187	0.884605225654249	0.131	0.131
FAM90A1	-1.11749616951927e-05	0.999988825100744	0.00221455176871815	-0.00504615058137074	0.995973771446715	0.43	0.43
FAM92B	-0.0213402899639443	0.978885802872319	0.012370653238227	-1.72507381404887	0.0845141709527319	0.004	0.004
FANCA	-2.48605048760505e-05	0.999975139804144	0.00027767142118464	-0.0895320979378693	0.928659045540233	0.429	0.429
FANCB	0.00108544268892598	1.00108603199504	0.00267845891196426	0.405248960167906	0.685294519640277	0.134	0.134
FANCD2	0.000254363548430903	1.00025439590158	0.000161993920742784	1.57020428460883	0.116367593093804	0.1	0.1
FAR2	0.000244125777230324	1.00024415557835	0.000327987318438307	0.744314683850324	0.456686119856386	0.278	0.278
FAT1	-1.61261001134389e-05	0.999983874029911	2.38785385997515e-05	-0.675338653832305	0.499460631118465	0.281	0.281
FBLL1	-0.00112021419893412	0.998880413006768	0.00184071123371655	-0.608576825313503	0.542804969282333	0.106	0.106
FBLN1	-1.10266068348046e-05	0.999988973453958	2.14470796774679e-05	-0.514130921348189	0.607160460029935	0.884	0.884
FBN3	-0.000436796988626972	0.99956329839329	0.000513690799012157	-0.850311100504323	0.395152146638323	0.026	0.026
FBXO32	-4.48271331602563e-05	0.999955173871561	6.26407649075263e-05	-0.715622378277668	0.474224551787351	0.648	0.648
FCGBP	-5.77029170136825e-07	0.999999422970996	3.3255957990412e-05	-0.0173511516433593	0.986156478622541	0.105	0.105
FCGR1A	-0.000843036160033735	0.999157319095112	0.000772848354865522	-1.09081704674189	0.275353393978537	0.43	0.43
FCGR1B	-0.000725142235945663	0.999275120616147	0.000886724032766602	-0.817776680398749	0.413484716035775	0.791	0.791
